student_id,grade_level,age,gender,race_ethnicity,free_reduced_lunch,ell_status,iep_status,section_504,gifted_program,current_gpa,cumulative_gpa,gpa_trend,course_failures_total,grade_retained_ever,years_data_available,credits_earned,recent_Reading_Grade,recent_Math_Grade,recent_Science_Grade,recent_Social_Studies_Grade,recent_year_gpa,recent_ELA_Grade,recent_Elective1_Grade,recent_Elective2_Grade,recent_English_Grade,recent_PE_Grade,attendance_rate,chronic_absenteeism,tardiness_rate,behavior_score,disciplinary_incidents,suspensions,extracurricular_count,parent_engagement_level,technology_access,success_probability,current_success,risk_category,next_grade_success_pred,next_grade_success_prob,graduation_prediction,graduation_probability
12445,10,15,F,Hispanic,0,0,1,0,0,3.24,2.99,0.99,0,0,3,60,,3.35,3.23,3.17,3.24,,2.99,3.01,3.63,3.3,0.957,0,0.004,0.817,0,0,1,1,1,0.95,1,Low Risk,1,0.95,1.0,0.95
12446,12,17,M,White,0,0,0,0,1,4.0,3.83,0.5,0,0,3,72,,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,0.926,0,0.029,0.832,1,0,0,1,1,0.95,0,Low Risk,1,0.95,1.0,0.95
12447,9,14,F,White,1,0,0,0,0,2.84,2.7,0.06,0,0,3,54,,2.76,2.65,2.77,2.84,,2.72,3.12,3.08,2.8,0.857,1,0.001,0.857,0,0,1,0,1,0.708,1,Medium Risk,0,0.639,1.0,0.792
12448,11,16,M,Black,0,0,0,0,0,3.57,3.47,0.26,0,0,3,66,,3.66,3.78,3.63,3.57,,3.65,3.24,3.46,3.55,0.99,0,0.015,0.908,0,0,0,1,1,0.95,1,Low Risk,1,0.95,1.0,0.95
12449,0,5,M,Black,0,0,1,0,0,3.94,3.94,0.0,0,0,1,0,4.0,4.0,4.0,3.76,3.94,,,,,,0.898,1,0.004,0.92,0,0,0,2,0,0.95,1,Low Risk,1,0.95,,
12450,8,13,F,White,1,0,0,0,0,3.64,3.16,0.29,0,0,3,48,,3.83,3.81,3.41,3.64,3.64,3.31,3.84,,,0.867,1,0.01,0.775,1,0,2,0,1,0.881,0,Low Risk,1,0.809,,
12451,0,5,F,White,1,0,0,0,0,3.99,3.99,0.0,0,0,1,0,4.0,4.0,3.97,4.0,3.99,,,,,,0.939,0,0.002,0.863,0,0,0,1,0,0.95,1,Low Risk,0,0.922,,
12452,0,5,F,White,0,0,1,0,0,3.26,3.26,0.0,0,0,1,0,3.48,3.13,3.16,3.26,3.26,,,,,,0.964,0,0.008,0.861,1,0,0,0,1,0.95,1,Low Risk,1,0.95,,
12453,10,15,F,Hispanic,0,0,1,0,0,2.86,3.15,-0.65,0,0,3,60,,2.95,2.53,2.79,2.86,,2.83,3.3,2.65,2.99,0.884,1,0.053,0.717,0,0,0,1,1,0.789,1,Medium Risk,1,0.785,1.0,0.875
12454,2,7,M,Hispanic,0,0,0,0,0,3.31,3.53,0.03,0,0,3,12,3.21,3.16,3.66,3.21,3.31,,,,,,0.985,0,0.007,1.0,0,0,0,1,1,0.95,1,Low Risk,1,0.95,,
12455,11,16,M,Multi-racial,0,0,0,0,0,3.51,3.52,-0.49,0,0,3,66,,3.53,3.24,3.62,3.51,,3.34,3.29,3.87,3.67,0.99,0,0.029,1.0,0,0,1,0,1,0.95,1,Low Risk,1,0.943,1.0,0.95
12456,10,14,F,Black,0,0,0,0,0,3.95,3.45,0.66,0,0,3,60,,4.0,4.0,4.0,3.95,,3.86,3.85,3.92,4.0,0.839,1,0.025,0.968,0,0,1,2,0,0.95,1,Low Risk,1,0.872,1.0,0.95
12457,4,8,M,Hispanic,0,0,0,0,0,4.0,3.56,0.0,0,0,3,24,4.0,4.0,4.0,4.0,4.0,,,,,,0.958,0,0.006,1.0,0,0,0,1,1,0.95,1,Low Risk,1,0.883,,
12458,4,9,F,White,0,1,0,0,0,3.71,3.53,0.15,0,0,3,24,3.74,3.25,3.84,4.0,3.71,,,,,,0.901,0,0.036,0.995,0,0,1,1,1,0.95,1,Low Risk,1,0.95,,
12459,0,5,M,White,1,0,0,0,0,3.89,3.89,0.0,0,0,1,0,3.87,4.0,3.82,3.88,3.89,,,,,,0.84,1,0.01,0.998,0,0,1,2,1,0.95,1,Low Risk,1,0.933,,
12460,9,15,F,White,0,0,0,0,0,3.55,3.51,0.17,0,0,3,54,,3.37,3.26,3.66,3.55,,3.26,3.98,4.0,3.3,0.99,0,0.025,0.995,0,0,0,2,0,0.95,1,Low Risk,1,0.95,1.0,0.95
12461,10,15,M,White,1,0,0,0,0,2.84,2.78,0.02,0,0,3,60,,3.04,2.9,2.42,2.84,,2.66,3.2,3.12,2.56,0.837,1,0.005,1.0,0,0,0,1,1,0.732,1,Medium Risk,1,0.811,1.0,0.816
12462,2,7,M,Black,0,1,0,0,0,3.71,3.46,0.15,0,0,3,12,3.49,4.0,3.63,3.73,3.71,,,,,,0.904,0,0.013,0.884,0,0,0,1,0,0.95,1,Low Risk,1,0.95,,
12463,10,15,M,White,1,0,0,0,0,2.43,2.38,0.35,0,0,3,60,,2.49,2.69,2.29,2.43,,2.45,2.88,1.97,2.21,0.846,1,0.037,0.84,1,0,1,1,1,0.683,1,Medium Risk,1,0.638,1.0,0.726
12464,11,16,M,White,0,0,0,0,0,3.47,3.15,0.57,0,0,3,66,,3.6,3.49,3.55,3.47,,3.66,3.41,2.78,3.79,0.95,0,0.031,0.71,1,0,1,0,1,0.95,1,Low Risk,1,0.937,1.0,0.95
12465,0,5,F,White,0,0,0,0,0,4.0,4.0,0.0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,,,,,,0.99,0,0.004,0.969,0,0,0,2,1,0.95,1,Low Risk,1,0.95,,
12466,6,11,M,White,0,0,0,0,0,3.58,3.51,0.42,0,0,3,36,,3.95,3.72,3.65,3.58,2.95,3.21,4.0,,,0.779,1,0.002,0.898,0,0,0,1,1,0.936,1,Low Risk,1,0.95,,
12467,9,14,M,Hispanic,0,0,0,0,0,3.09,3.21,0.31,0,0,3,54,,3.07,2.84,2.92,3.09,,3.14,3.08,3.24,3.32,0.927,0,0.121,0.725,2,1,2,1,1,0.95,1,Low Risk,1,0.92,1.0,0.95
12468,0,5,F,White,0,0,0,0,1,3.9,3.9,0.0,0,0,1,0,3.96,3.65,4.0,4.0,3.9,,,,,,0.897,1,0.009,1.0,0,0,0,0,1,0.95,1,Low Risk,1,0.946,,
12469,6,11,F,White,1,0,0,0,0,2.58,2.67,-0.42,0,0,3,36,,2.9,2.38,2.08,2.58,2.63,2.9,2.62,,,0.747,1,0.073,0.982,0,0,1,2,1,0.766,1,Medium Risk,1,0.803,,
12470,12,16,F,White,1,0,0,0,1,3.23,3.65,-0.69,0,0,3,72,,2.86,3.34,3.41,3.23,,3.07,3.26,3.33,3.33,0.902,0,0.002,0.868,0,0,2,1,1,0.95,1,Low Risk,1,0.908,0.0,0.95
12471,7,12,F,White,0,0,0,0,0,3.49,3.45,0.18,0,0,3,42,,3.28,3.95,3.19,3.49,3.81,3.19,3.51,,,0.866,1,0.001,0.823,1,0,0,2,1,0.948,1,Low Risk,0,0.95,,
12472,3,9,M,White,0,0,0,0,0,2.54,2.95,-0.15,0,0,3,18,2.22,2.55,2.42,2.96,2.54,,,,,,0.93,0,0.002,0.947,0,0,0,2,0,0.95,1,Low Risk,1,0.95,,
12473,3,8,M,Black,0,0,1,0,1,3.9,3.33,0.57,0,0,3,18,4.0,4.0,3.59,4.0,3.9,,,,,,0.99,0,0.005,0.917,0,0,0,1,1,0.95,1,Low Risk,1,0.924,,
12474,3,8,M,White,1,1,1,0,0,1.99,2.35,-0.12,0,0,3,18,2.18,2.0,1.76,2.01,1.99,,,,,,0.903,0,0.02,0.883,0,0,1,1,1,0.734,1,Medium Risk,1,0.769,,
12475,1,6,M,White,1,0,0,0,0,2.78,2.78,-0.01,0,0,2,6,3.22,2.47,2.66,2.75,2.78,,,,,,0.834,1,0.017,0.844,0,0,0,1,1,0.822,1,Low Risk,1,0.702,,
12476,9,14,M,Asian,0,0,0,0,0,3.73,3.26,1.09,0,0,3,54,,3.61,4.0,3.71,3.73,,3.55,3.96,3.31,4.0,0.823,1,0.036,0.729,3,1,0,0,1,0.821,1,Low Risk,1,0.841,1.0,0.95
12477,11,16,F,Hispanic,0,0,0,0,0,3.46,3.72,-0.54,0,0,3,66,,3.3,3.26,3.54,3.46,,3.02,3.18,4.0,3.94,0.916,0,0.014,0.843,1,0,0,1,1,0.95,1,Low Risk,1,0.933,1.0,0.95
12478,3,8,M,Hispanic,0,0,0,0,0,3.16,3.5,-0.76,0,0,3,18,3.48,3.27,2.69,3.18,3.16,,,,,,0.961,0,0.07,0.854,0,0,0,1,1,0.95,0,Low Risk,1,0.95,,
12479,7,12,F,Hispanic,1,0,0,0,0,3.46,3.0,0.15,0,0,3,42,,3.99,3.26,3.53,3.46,3.23,3.11,3.63,,,0.776,1,0.089,1.0,0,0,1,1,0,0.847,1,Low Risk,1,0.818,,
12480,1,6,M,Black,1,0,0,0,0,2.97,2.94,0.07,0,0,2,6,2.94,3.05,2.96,2.93,2.97,,,,,,0.984,0,0.002,0.863,1,0,1,2,1,0.95,1,Low Risk,1,0.95,,
12481,6,11,F,White,1,0,0,0,0,3.02,2.86,-0.06,0,0,3,36,,3.57,2.87,2.72,3.02,2.86,3.1,3.02,,,0.875,1,0.0,0.702,0,0,0,2,1,0.84,1,Low Risk,1,0.776,,
12482,12,17,F,Black,1,0,0,0,0,2.7,3.27,-0.69,0,0,3,72,,2.82,3.17,2.62,2.7,,3.28,3.18,2.05,1.76,0.908,0,0.057,0.783,0,0,0,0,1,0.832,1,Low Risk,1,0.95,0.0,0.902
12483,2,7,M,Hispanic,0,0,0,0,0,3.67,3.88,-0.33,0,0,3,12,3.55,3.66,3.64,3.82,3.67,,,,,,0.99,0,0.0,0.935,2,0,0,1,1,0.95,1,Low Risk,1,0.916,,
12484,4,9,M,Hispanic,1,0,0,0,0,2.38,3.0,-0.67,0,0,3,24,2.42,2.24,2.5,2.36,2.38,,,,,,0.812,1,0.033,0.796,1,0,1,0,1,0.696,1,Medium Risk,0,0.614,,
12485,11,16,M,Black,1,0,0,0,0,1.49,2.4,-1.58,0,0,3,66,,1.06,1.42,1.59,1.49,,1.58,1.39,1.53,1.88,0.749,1,0.007,0.807,0,0,1,1,1,0.553,1,High Risk,1,0.527,0.0,0.502
12486,11,16,F,Black,0,0,0,0,0,4.0,3.46,0.37,0,0,3,66,,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,0.97,0,0.002,0.912,1,0,0,1,1,0.95,1,Low Risk,1,0.876,1.0,0.95
12487,1,5,F,White,1,0,0,0,0,3.26,3.26,-0.01,0,0,2,6,3.18,2.81,3.57,3.48,3.26,,,,,,0.847,1,0.057,0.863,1,0,0,2,1,0.918,1,Low Risk,1,0.897,,
12488,1,6,M,Black,0,0,0,0,0,3.95,3.9,0.1,0,0,2,6,4.0,4.0,3.82,3.97,3.95,,,,,,0.931,0,0.01,0.976,0,0,0,2,1,0.95,1,Low Risk,1,0.924,,
12489,2,7,F,Hispanic,0,0,0,0,0,3.01,3.03,-0.36,0,0,3,12,2.76,2.92,3.2,3.16,3.01,,,,,,0.99,0,0.05,0.95,0,0,1,1,1,0.95,1,Low Risk,1,0.856,,
12490,0,5,F,Black,0,0,0,1,0,3.3,3.3,0.0,0,0,1,0,3.81,2.6,3.44,3.35,3.3,,,,,,0.923,0,0.007,1.0,0,0,1,1,1,0.95,1,Low Risk,1,0.95,,
12491,4,9,M,Other,1,0,0,0,0,3.45,3.04,0.9,0,0,3,24,3.76,3.22,3.13,3.7,3.45,,,,,,0.932,0,0.017,0.965,0,0,0,0,1,0.95,1,Low Risk,1,0.933,,
12492,9,15,M,Asian,0,0,0,0,0,2.08,2.82,-0.82,0,0,3,54,,2.13,1.89,2.43,2.08,,1.89,2.2,1.63,2.38,0.892,1,0.063,0.871,0,0,2,1,1,0.755,1,Medium Risk,1,0.729,0.0,0.763
12493,3,7,F,Hispanic,1,0,0,0,0,3.48,3.07,0.74,0,0,3,18,3.48,3.47,3.56,3.4,3.48,,,,,,0.965,0,0.008,0.752,0,0,0,0,1,0.95,1,Low Risk,1,0.95,,
12494,10,16,M,Hispanic,0,0,1,0,0,3.62,2.91,0.73,0,0,3,60,,3.78,3.46,3.69,3.62,,3.81,3.82,3.44,3.36,0.784,1,0.004,0.945,0,0,2,2,1,0.95,1,Low Risk,1,0.95,1.0,0.95
12495,12,17,F,White,1,0,0,0,0,2.66,2.7,-0.52,0,0,3,72,,3.05,2.98,2.63,2.66,,2.89,2.24,2.4,2.41,0.908,0,0.015,0.897,0,0,1,1,1,0.896,1,Low Risk,1,0.85,1.0,0.95
12496,9,14,M,Black,1,0,0,0,0,2.94,2.84,-0.17,0,0,3,54,,2.83,3.42,2.74,2.94,,2.42,3.27,3.34,2.53,0.99,0,0.032,1.0,0,0,2,0,1,0.893,1,Low Risk,1,0.863,1.0,0.95
12497,7,11,M,White,1,0,0,0,0,3.56,3.15,0.94,0,0,3,42,,3.69,3.56,3.31,3.56,3.47,3.35,4.0,,,0.99,0,0.018,0.865,0,0,2,0,1,0.95,1,Low Risk,1,0.95,,
12498,2,7,F,White,0,0,0,0,0,3.47,3.48,0.16,0,0,3,12,3.63,3.43,3.73,3.07,3.47,,,,,,0.99,0,0.047,0.99,1,0,0,2,1,0.95,1,Low Risk,1,0.95,,
12499,3,8,M,Hispanic,0,1,0,0,0,3.95,3.71,0.37,0,0,3,18,4.0,3.81,4.0,4.0,3.95,,,,,,0.99,0,0.017,0.957,0,0,0,2,1,0.95,1,Low Risk,1,0.95,,
12500,8,14,F,White,1,0,0,0,0,2.61,2.27,0.63,0,0,3,48,,2.54,2.39,3.03,2.61,2.34,2.81,2.57,,,0.863,1,0.141,0.707,1,0,0,1,1,0.705,1,Medium Risk,0,0.679,,
12501,1,6,F,Black,1,0,0,0,0,2.94,2.97,-0.06,0,0,2,6,2.78,3.04,3.08,2.87,2.94,,,,,,0.972,0,0.018,0.89,0,0,0,2,0,0.95,1,Low Risk,1,0.95,,
12502,6,11,F,Hispanic,1,0,0,0,1,2.72,3.28,-0.77,0,0,3,36,,2.98,2.66,2.33,2.72,2.81,2.68,2.87,,,0.967,0,0.006,0.769,1,1,0,0,1,0.823,1,Low Risk,1,0.845,,
12503,9,14,F,White,0,0,0,0,0,3.04,3.47,-0.61,0,0,3,54,,2.94,3.56,2.77,3.04,,3.03,2.71,3.06,3.22,0.77,1,0.001,0.891,1,0,1,0,1,0.772,1,Medium Risk,1,0.803,1.0,0.876
12504,9,14,M,Asian,1,1,0,0,0,1.91,2.25,-0.59,1,0,3,52,,2.24,1.31,2.36,1.91,,1.42,2.2,2.12,1.69,0.745,1,0.001,1.0,0,0,3,0,0,0.455,1,High Risk,1,0.41,0.0,0.446
12505,10,15,F,Black,0,1,0,0,0,3.07,2.58,0.05,0,0,3,60,,3.28,3.04,2.85,3.07,,3.19,2.96,2.96,3.21,0.753,1,0.006,1.0,0,0,1,1,1,0.791,1,Medium Risk,0,0.888,1.0,0.898
12506,12,17,F,White,1,0,0,0,1,3.35,3.29,-0.05,0,0,3,72,,3.43,3.27,3.34,3.35,,3.12,3.51,3.09,3.72,0.777,1,0.008,0.851,0,0,0,1,1,0.831,1,Low Risk,1,0.761,1.0,0.95
12507,4,8,M,White,0,0,0,0,0,3.84,3.42,0.81,0,0,3,24,3.73,4.0,3.97,3.65,3.84,,,,,,0.99,0,0.007,0.946,1,0,1,1,0,0.95,1,Low Risk,1,0.95,,
12508,7,12,M,Hispanic,0,0,0,0,0,3.94,3.82,-0.04,0,0,3,42,,4.0,4.0,4.0,3.94,3.64,4.0,4.0,,,0.921,0,0.027,0.809,1,0,1,1,1,0.95,1,Low Risk,1,0.943,,
12509,11,16,F,Hispanic,1,0,1,0,0,2.23,2.36,-0.06,0,0,3,66,,2.05,1.85,1.89,2.23,,2.25,2.51,2.33,2.75,0.897,1,0.097,0.787,0,0,0,1,1,0.639,0,Medium Risk,1,0.631,1.0,0.662
12510,2,7,F,White,0,0,0,0,0,3.78,3.66,0.57,0,0,3,12,3.75,3.84,3.78,3.75,3.78,,,,,,0.99,0,0.002,0.96,0,0,0,1,1,0.95,1,Low Risk,1,0.939,,
12511,10,15,M,Asian,0,0,0,0,0,3.19,3.22,0.33,0,0,3,60,,3.43,3.36,2.67,3.19,,3.57,2.79,3.12,3.37,0.922,0,0.068,0.945,0,0,2,2,1,0.95,1,Low Risk,1,0.95,1.0,0.95
12512,10,15,F,White,0,0,0,0,0,3.5,3.24,1.29,0,0,3,60,,3.78,2.99,3.51,3.5,,4.0,3.55,3.08,3.56,0.788,1,0.009,0.871,1,0,2,0,1,0.896,1,Low Risk,1,0.833,1.0,0.95
12513,3,8,F,Hispanic,0,0,1,0,0,2.67,2.87,-0.05,0,0,3,18,2.81,2.97,2.55,2.36,2.67,,,,,,0.903,0,0.005,0.982,0,0,1,2,1,0.95,1,Low Risk,1,0.95,,
12514,0,5,M,Black,0,0,0,0,0,4.0,4.0,0.0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,,,,,,0.99,0,0.002,1.0,0,0,0,2,0,0.95,1,Low Risk,1,0.95,,
12515,1,6,M,White,0,0,0,0,0,3.62,3.6,0.04,0,0,2,6,3.42,3.87,3.86,3.31,3.62,,,,,,0.892,1,0.027,0.966,0,0,0,0,1,0.95,1,Low Risk,1,0.937,,
12516,7,12,F,White,1,0,0,0,0,3.64,3.35,0.0,0,0,3,42,,3.96,3.39,3.46,3.64,3.55,3.68,3.77,,,0.925,0,0.049,0.774,0,0,0,0,1,0.949,1,Low Risk,1,0.95,,
12517,12,17,F,White,0,0,0,0,0,3.02,3.39,-0.98,0,0,3,72,,3.16,3.16,2.65,3.02,,2.84,2.84,2.92,3.6,0.843,1,0.012,0.94,0,0,0,2,1,0.921,1,Low Risk,1,0.95,1.0,0.95
12518,7,13,F,Black,1,0,0,0,1,2.92,2.83,-0.07,1,0,3,40,,3.54,2.22,2.93,2.92,3.02,2.48,3.33,,,0.864,1,0.029,0.893,0,0,0,1,0,0.682,1,Medium Risk,1,0.682,,
12519,9,14,F,White,0,0,0,1,1,3.62,3.82,-0.37,0,0,3,54,,3.79,3.42,3.76,3.62,,3.45,3.39,4.0,3.53,0.785,1,0.066,0.983,0,0,0,2,0,0.933,1,Low Risk,0,0.913,1.0,0.95
12520,9,13,M,Hispanic,1,0,0,0,0,2.88,3.08,-0.17,0,0,3,54,,3.18,2.65,2.98,2.88,,2.79,2.76,2.75,3.06,0.892,1,0.014,0.938,0,0,1,0,1,0.725,1,Medium Risk,1,0.759,1.0,0.813
12521,2,8,M,White,0,0,0,0,0,2.5,2.59,-0.5,0,0,3,12,2.54,2.35,2.26,2.84,2.5,,,,,,0.99,0,0.019,0.854,0,0,0,1,0,0.95,1,Low Risk,1,0.852,,
12522,2,7,M,Black,1,0,0,0,0,3.41,3.52,-0.07,0,0,3,12,3.57,3.8,2.98,3.28,3.41,,,,,,0.99,0,0.003,0.968,0,0,1,1,1,0.95,1,Low Risk,1,0.924,,
12523,3,8,M,White,0,0,1,0,1,3.59,3.83,-0.32,0,0,3,18,3.31,3.93,3.13,4.0,3.59,,,,,,0.99,0,0.057,0.995,0,0,0,0,1,0.95,1,Low Risk,1,0.923,,
12524,8,13,F,Hispanic,0,0,0,0,0,3.97,3.69,0.54,0,0,3,48,,3.82,4.0,4.0,3.97,4.0,4.0,4.0,,,0.951,0,0.008,0.97,0,0,0,1,1,0.95,1,Low Risk,1,0.95,,
12525,5,10,M,White,0,0,0,0,0,3.47,3.66,-0.05,0,0,3,30,3.53,3.53,3.05,3.78,3.47,,,,,,0.902,0,0.083,0.914,0,0,0,1,1,0.95,1,Low Risk,1,0.95,,
12526,8,13,M,White,0,0,0,0,0,3.93,3.96,-0.07,0,0,3,48,,3.83,4.0,4.0,3.93,3.9,3.87,4.0,,,0.981,0,0.021,0.755,1,0,1,1,1,0.95,1,Low Risk,1,0.883,,
12527,0,5,M,Hispanic,0,0,1,0,0,3.19,3.19,0.0,0,0,1,0,2.76,3.43,3.3,3.26,3.19,,,,,,0.99,0,0.003,0.846,0,0,0,0,0,0.95,1,Low Risk,1,0.95,,
12528,6,11,M,White,1,0,0,0,0,2.32,2.57,-0.31,0,0,3,36,,2.49,1.95,2.69,2.32,1.84,2.4,2.53,,,0.987,0,0.031,0.934,0,0,0,1,1,0.829,0,Low Risk,1,0.842,,
12529,7,13,F,White,1,0,0,0,0,1.7,2.27,-0.63,0,0,3,42,,1.83,1.89,1.67,1.7,1.36,1.68,1.76,,,0.936,0,0.005,0.948,0,0,1,1,1,0.731,1,Medium Risk,1,0.781,,
12530,8,13,M,Hispanic,0,0,0,0,0,2.43,2.87,-0.37,0,0,3,48,,2.63,2.46,2.12,2.43,2.1,2.52,2.77,,,0.954,0,0.057,0.79,1,1,0,1,1,0.886,1,Low Risk,1,0.828,,
12531,5,10,M,White,1,0,1,0,0,2.4,2.66,-0.68,0,0,3,30,2.55,2.22,2.54,2.31,2.4,,,,,,0.99,0,0.0,0.724,0,0,0,1,1,0.832,1,Low Risk,1,0.826,,
12532,9,15,F,White,1,1,1,0,0,1.47,1.54,0.43,0,0,3,54,,1.57,0.74,1.51,1.47,,1.33,1.54,2.02,1.56,0.936,0,0.003,0.984,0,0,1,1,1,0.566,1,High Risk,0,0.578,0.0,0.513
12533,9,14,F,White,1,0,0,0,0,3.01,3.14,0.06,0,0,3,54,,2.84,2.57,3.09,3.01,,3.37,2.63,3.48,3.12,0.988,0,0.019,0.983,0,0,1,0,1,0.873,1,Low Risk,1,0.846,1.0,0.95
12534,12,17,M,White,0,0,0,0,0,3.43,3.29,-0.28,0,0,3,72,,3.49,3.49,3.62,3.43,,3.33,3.2,3.59,3.29,0.904,0,0.006,0.811,2,1,2,0,1,0.95,1,Low Risk,1,0.936,1.0,0.95
12535,2,7,F,Hispanic,0,0,0,1,0,2.97,3.34,-0.72,0,0,3,12,3.32,2.5,3.13,2.94,2.97,,,,,,0.982,0,0.058,1.0,0,0,0,0,1,0.95,1,Low Risk,1,0.914,,
12536,4,9,F,Hispanic,1,0,1,0,0,2.88,2.5,1.72,0,0,3,24,2.9,2.44,2.97,3.19,2.88,,,,,,0.927,0,0.018,1.0,0,0,0,2,1,0.935,1,Low Risk,1,0.94,,
12537,9,15,M,Hispanic,1,0,0,0,0,2.2,2.45,-0.39,0,0,3,54,,1.43,1.93,2.64,2.2,,2.37,2.41,2.26,2.34,0.968,0,0.009,0.639,2,1,2,1,1,0.775,1,Medium Risk,1,0.763,1.0,0.795
12538,5,10,F,Hispanic,0,0,0,0,0,4.0,3.4,1.01,0,0,3,30,4.0,4.0,4.0,4.0,4.0,,,,,,0.99,0,0.044,0.921,0,0,0,2,1,0.95,1,Low Risk,1,0.95,,
12539,10,14,F,Multi-racial,0,0,0,0,0,3.34,3.43,-0.14,0,0,3,60,,3.3,2.92,3.43,3.34,,3.69,3.26,3.53,3.25,0.84,1,0.016,0.987,0,0,2,0,1,0.908,1,Low Risk,1,0.847,1.0,0.95
12540,11,16,F,White,0,0,0,0,0,2.98,3.53,-0.73,0,0,3,66,,2.66,2.79,3.22,2.98,,3.04,3.61,2.55,2.99,0.91,0,0.015,0.876,0,0,1,0,1,0.95,1,Low Risk,1,0.95,0.0,0.95
12541,8,13,M,White,0,0,0,0,0,3.56,3.26,-0.08,0,0,3,48,,3.27,3.44,3.77,3.56,3.91,3.67,3.33,,,0.798,1,0.032,0.839,1,0,0,0,1,0.868,1,Low Risk,1,0.946,,
12542,4,10,F,Hispanic,0,0,0,0,0,3.49,3.56,0.25,0,0,3,24,3.35,3.79,3.61,3.22,3.49,,,,,,0.979,0,0.031,0.875,0,0,1,1,1,0.95,1,Low Risk,1,0.95,,
12543,0,5,M,White,0,0,0,0,0,3.68,3.68,0.0,0,0,1,0,3.65,3.62,3.46,4.0,3.68,,,,,,0.986,0,0.025,0.931,0,0,0,2,1,0.95,1,Low Risk,0,0.927,,
12544,3,8,F,Asian,1,1,0,0,0,2.84,3.18,-1.05,0,0,3,18,2.8,2.87,2.83,2.86,2.84,,,,,,0.99,0,0.0,0.861,0,0,0,0,1,0.858,1,Low Risk,1,0.859,,
12545,6,11,M,White,1,0,0,0,0,2.81,2.42,0.39,0,0,3,36,,3.13,2.8,2.49,2.81,2.87,2.91,2.68,,,0.942,0,0.024,0.775,1,1,0,2,1,0.909,1,Low Risk,1,0.916,,
12546,8,13,F,White,1,0,0,1,0,3.69,2.89,1.39,0,0,3,48,,3.93,3.72,3.74,3.69,3.64,3.26,3.85,,,0.99,0,0.019,0.747,1,1,0,2,1,0.95,1,Low Risk,1,0.95,,
12547,7,12,M,Hispanic,0,0,0,0,0,2.45,2.87,-0.55,0,0,3,42,,2.82,2.37,2.36,2.45,2.65,2.41,2.07,,,0.882,1,0.015,0.897,0,0,1,1,1,0.807,1,Low Risk,1,0.9,,
12548,11,16,F,White,1,1,0,0,0,2.42,2.14,0.27,0,0,3,66,,2.28,2.83,2.45,2.42,,2.8,2.25,2.02,2.31,0.99,0,0.072,0.805,0,0,0,2,1,0.815,1,Low Risk,1,0.738,0.0,0.857
12549,3,9,M,White,1,0,1,0,0,2.5,1.94,1.05,0,0,3,18,2.36,2.46,2.37,2.82,2.5,,,,,,0.912,0,0.008,0.919,0,0,0,2,1,0.884,1,Low Risk,1,0.927,,
12550,9,14,M,White,1,1,1,0,0,1.53,1.85,-1.06,0,0,3,54,,1.17,1.64,1.97,1.53,,1.16,1.67,1.69,1.44,0.828,1,0.094,0.896,1,0,0,2,1,0.433,1,High Risk,0,0.439,1.0,0.386
12551,12,17,F,Asian,0,0,0,0,1,3.99,3.91,0.02,0,0,3,72,,4.0,4.0,4.0,3.99,,4.0,4.0,4.0,3.93,0.99,0,0.013,0.976,0,0,0,2,1,0.95,1,Low Risk,1,0.95,1.0,0.95
12552,11,17,F,White,0,0,0,0,0,2.54,2.91,-0.23,0,0,3,66,,2.47,2.65,2.66,2.54,,2.43,2.73,2.45,2.41,0.99,0,0.007,0.768,0,0,0,1,1,0.933,1,Low Risk,1,0.95,1.0,0.95
12553,3,7,F,Hispanic,0,0,0,0,0,3.41,3.77,-0.57,0,0,3,18,3.61,3.78,3.29,2.95,3.41,,,,,,0.896,1,0.065,1.0,0,0,0,2,1,0.95,1,Low Risk,1,0.95,,
12554,12,18,M,Asian,0,0,0,0,0,3.06,3.01,0.19,0,0,3,72,,3.35,3.05,2.67,3.06,,3.17,3.15,3.14,2.91,0.911,0,0.068,0.812,2,0,1,1,0,0.95,1,Low Risk,1,0.95,1.0,0.95
12555,0,6,F,White,0,0,0,0,0,2.77,2.77,0.0,0,0,1,0,2.75,2.67,2.93,2.74,2.77,,,,,,0.99,0,0.007,0.916,0,0,0,1,0,0.95,1,Low Risk,1,0.916,,
12556,6,11,F,Hispanic,1,0,1,0,0,2.04,2.48,-0.5,2,0,3,32,,2.17,2.08,2.02,2.04,2.3,1.62,2.05,,,0.836,1,0.01,0.962,0,0,1,0,1,0.432,0,High Risk,1,0.492,,
12557,10,15,F,Asian,0,0,0,0,0,3.55,3.4,0.49,0,0,3,60,,3.72,3.47,3.42,3.55,,3.49,3.97,3.24,3.51,0.99,0,0.024,0.93,0,0,0,1,1,0.95,1,Low Risk,1,0.95,1.0,0.95
12558,12,17,M,White,1,0,0,0,0,3.37,2.86,0.9,0,0,3,72,,3.15,3.46,3.12,3.37,,3.77,3.54,3.46,3.1,0.818,1,0.034,0.815,0,0,0,0,1,0.806,0,Low Risk,1,0.661,1.0,0.943
